,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
174,Restaurant 174,Rural,Italian,3.8,46.0,46.05,1508.0,22286.0,2.0,181.0,176.48963750391982,8.5,7.8,Yes,26.0,10.0,479453.8
175,Restaurant 175,Downtown,French,4.7,81.0,57.79,2921.0,32339.0,19.0,502.0,78.58886929510052,7.1,7.1,Yes,39.0,55.0,1063671.52
176,Restaurant 176,Rural,Japanese,3.7,43.0,66.14,2640.0,31845.0,2.0,959.0,262.51661541336085,7.8,1.5,Yes,31.0,10.0,639672.37
177,Restaurant 177,Suburban,Italian,4.9,51.0,48.55,1084.0,14384.0,17.0,474.0,234.39540785181987,8.6,7.5,Yes,,17.0,573559.7
178,Restaurant 178,Downtown,French,4.9,88.0,60.92,6840.0,73639.0,8.0,992.0,240.18621349784172,5.3,9.1,Yes,85.0,73.0,1214801.55
179,Restaurant 179,Downtown,Japanese,3.3,75.0,75.71,6225.0,61155.0,5.0,658.0,94.54629951551284,6.1,9.4,No,48.0,17.0,1274919.15
180,Restaurant 180,Downtown,Mexican,3.4,87.0,29.39,3199.0,39133.0,11.0,102.0,173.78903819099963,9.1,7.2,No,47.0,8.0,587693.27
181,Restaurant 181,Rural,Japanese,4.7,33.0,67.42,2893.0,33044.0,1.0,838.0,56.88531966436953,7.3,8.1,No,0.0,5.0,503949.14
182,Restaurant 182,Suburban,,3.8,54.0,36.83,3669.0,38003.0,16.0,446.0,128.77226944955152,2.2,1.6,Yes,52.0,11.0,464067.52
183,Restaurant 183,Downtown,Japanese,3.0,75.0,66.9,3371.0,38753.0,5.0,243.0,137.0048801917315,8.0,2.5,Yes,33.0,0.0,1118770.35
184,Restaurant 184,Downtown,American,3.5,84.0,37.12,4439.0,44067.0,16.0,448.0,278.4225433841873,1.2,3.4,No,0.0,73.0,713627.13
185,Restaurant 185,Downtown,French,,75.0,63.38,4177.0,46151.0,5.0,513.0,298.1956997328456,8.6,5.8,Yes,41.0,65.0,1069533.83
186,Restaurant 186,Rural,Japanese,4.6,37.0,65.67,2349.0,24573.0,10.0,404.0,204.43647538745975,8.1,4.5,No,34.0,7.0,556676.63
187,Restaurant 187,Rural,French,3.3,,65.97,1981.0,21421.0,9.0,222.0,179.1921877633311,8.5,6.9,No,28.0,24.0,573619.33
188,Restaurant 188,Suburban,French,3.2,70.0,60.75,1965.0,22135.0,19.0,389.0,160.02223356790148,1.2,5.0,No,17.0,29.0,961024.25
189,Restaurant 189,Rural,Italian,4.8,35.0,,1437.0,21483.0,3.0,242.0,54.574059346229454,9.8,8.0,No,5.0,26.0,408032.69
190,Restaurant 190,Downtown,French,4.5,71.0,58.93,6254.0,71777.0,9.0,479.0,250.02913656071527,6.5,7.4,No,5.0,43.0,949009.06
191,Restaurant 191,Suburban,French,4.2,65.0,62.59,1095.0,19838.0,8.0,436.0,217.9564610284084,8.2,7.7,Yes,38.0,,914743.76
192,Restaurant 192,Downtown,Japanese,4.5,89.0,70.19,3079.0,38554.0,4.0,706.0,,6.1,8.5,No,54.0,5.0,1391472.7
193,Restaurant 193,Downtown,Japanese,3.9,70.0,68.62,4270.0,46958.0,11.0,706.0,252.2608472579584,4.1,8.5,Yes,18.0,58.0,1084624.62
194,Restaurant 194,Rural,Mexican,4.5,45.0,27.92,1184.0,17899.0,4.0,517.0,282.01355039894304,3.7,8.0,No,37.0,19.0,290270.07
195,Restaurant 195,Suburban,Italian,3.7,50.0,55.18,2134.0,21130.0,12.0,837.0,147.38250472583155,1.6,1.6,No,2.0,13.0,624580.2
196,Restaurant 196,Rural,French,3.5,30.0,58.2,894.0,17248.0,7.0,821.0,156.60072420386956,5.9,6.6,No,20.0,22.0,401913.8
197,Restaurant 197,Rural,,4.5,36.0,49.8,1387.0,18172.0,8.0,380.0,293.7847475409585,2.3,1.2,Yes,19.0,12.0,407666.1
198,Restaurant 198,Suburban,American,3.8,65.0,38.85,3203.0,40009.0,10.0,576.0,216.10621275912877,6.1,7.7,No,4.0,47.0,579868.05
199,Restaurant 199,Downtown,French,5.0,86.0,55.95,2788.0,29471.0,13.0,874.0,262.83776767640285,6.6,1.5,No,24.0,59.0,1082859.7
200,Restaurant 200,Downtown,Italian,3.7,85.0,47.05,7087.0,75471.0,14.0,478.0,105.39238465094392,5.0,9.8,Yes,52.0,46.0,917206.7
201,Restaurant 201,Suburban,Mexican,4.8,65.0,27.08,1301.0,20889.0,16.0,844.0,129.26879774898867,2.4,6.5,,,9.0,411159.35
202,Restaurant 202,Downtown,Mexican,4.9,75.0,32.63,7490.0,83579.0,7.0,265.0,147.90130679881565,4.9,2.6,Yes,68.0,45.0,566328.89
203,Restaurant 203,Suburban,French,3.5,67.0,59.47,3482.0,42354.0,16.0,325.0,129.23327819193355,8.9,5.2,Yes,11.0,7.0,904714.47
204,Restaurant 204,Suburban,American,4.6,52.0,43.6,2048.0,23729.0,17.0,157.0,271.0617535226331,5.1,8.4,No,17.0,17.0,526321.65
205,Restaurant 205,Rural,Mexican,3.9,37.0,32.8,974.0,10205.0,19.0,305.0,177.87754896479956,4.1,2.6,No,,11.0,291136.05
206,Restaurant 206,Suburban,Mexican,4.8,53.0,27.11,1058.0,13989.0,12.0,128.0,288.41177655070135,6.7,5.8,No,3.0,20.0,336081.75
207,Restaurant 207,Rural,American,3.9,33.0,41.19,1943.0,21259.0,9.0,439.0,130.3306110537818,6.6,1.0,Yes,18.0,25.0,317106.75
208,Restaurant 208,Downtown,Italian,4.5,86.0,53.17,7360.0,73821.0,8.0,579.0,59.31115756585807,1.8,8.1,,,10.0,1035240.81
209,Restaurant 209,Downtown,Mexican,3.9,74.0,31.96,4208.0,42784.0,9.0,391.0,84.51535492084007,3.1,2.8,Yes,66.0,10.0,541555.92
210,Restaurant 210,Downtown,Japanese,3.5,83.0,71.6,4178.0,40934.0,5.0,354.0,104.26760815370623,5.4,4.5,Yes,6.0,51.0,1324526.1
211,Restaurant 211,Downtown,Indian,3.4,84.0,38.14,1721.0,23946.0,10.0,774.0,209.99242519592096,4.3,5.8,Yes,8.0,29.0,723411.42
212,Restaurant 212,Rural,Indian,3.9,41.0,30.62,1215.0,18734.0,5.0,969.0,95.27197417360588,3.9,2.3,Yes,3.0,0.0,287826.04
213,Restaurant 213,Downtown,Mexican,4.5,82.0,33.05,3257.0,41958.0,14.0,258.0,145.37463098878487,5.0,9.3,No,54.0,51.0,625631.55
214,Restaurant 214,Suburban,Italian,4.2,67.0,48.0,1924.0,24893.0,18.0,60.0,248.84670603387863,3.6,5.2,Yes,22.0,14.0,732682.65
215,,Suburban,Italian,4.4,63.0,51.29,3629.0,39929.0,7.0,195.0,81.18975378201313,4.1,3.1,,10.0,27.0,727975.81
216,Restaurant 216,Suburban,French,3.6,68.0,57.67,1284.0,12332.0,8.0,84.0,70.12003457531117,8.0,7.6,Yes,64.0,62.0,884598.66
217,Restaurant 217,Rural,Japanese,4.0,36.0,74.23,814.0,11430.0,5.0,616.0,184.992557427849,5.6,9.0,No,3.0,4.0,601073.43
218,Restaurant 218,Downtown,Italian,3.1,75.0,50.29,1939.0,19150.0,6.0,400.0,224.5172548284616,8.9,9.2,Yes,8.0,44.0,848344.33
219,Restaurant 219,Downtown,American,4.6,74.0,42.07,5747.0,61983.0,9.0,589.0,277.73829707351854,9.5,4.9,Yes,41.0,40.0,714291.74
220,Restaurant 220,Downtown,,5.0,73.0,73.73,5911.0,66446.0,9.0,905.0,215.49416824080487,9.3,4.2,Yes,70.0,71.0,1218866.24
221,Restaurant 221,Rural,,3.8,47.0,39.85,2052.0,26670.0,8.0,725.0,286.544719444567,3.3,9.4,Yes,25.0,37.0,432858.25
222,Restaurant 222,Suburban,Japanese,3.0,63.0,73.05,2438.0,26300.0,17.0,158.0,111.13151073716824,5.3,1.5,No,53.0,44.0,1040644.7
223,Restaurant 223,Suburban,American,3.3,65.0,36.64,1236.0,19988.0,8.0,73.0,135.45531708379318,5.8,7.8,Yes,20.0,37.0,541458.28
224,Restaurant 224,Downtown,Mexican,4.3,89.0,34.4,6478.0,65379.0,1.0,722.0,259.8274196105816,8.7,2.6,No,9.0,51.0,693634.35
225,Restaurant 225,Suburban,American,4.2,63.0,41.8,1770.0,19423.0,18.0,548.0,252.76345510982088,6.0,5.2,,9.0,45.0,607293.95
226,Restaurant 226,Suburban,American,4.6,54.0,41.7,2145.0,22710.0,15.0,,216.22258979254764,3.3,9.6,Yes,0.0,52.0,521957.6
227,Restaurant 227,Rural,Mexican,3.5,40.0,35.13,1522.0,23226.0,16.0,214.0,176.5060764695478,5.9,6.2,Yes,35.0,29.0,335909.42
228,Restaurant 228,Rural,,4.5,41.0,27.74,1393.0,22055.0,2.0,446.0,54.42784821678727,1.4,5.7,Yes,2.0,3.0,258850.41
229,Restaurant 229,Rural,Mexican,4.4,,27.64,3015.0,37180.0,13.0,321.0,120.11098935094977,8.5,1.6,Yes,,1.0,310539.42
230,Restaurant 230,Rural,Mexican,3.6,33.0,30.65,2524.0,28352.0,2.0,673.0,89.58437638488769,6.1,3.5,No,11.0,20.0,235807.3
231,Restaurant 231,Downtown,Mexican,4.1,82.0,33.26,6967.0,70628.0,14.0,476.0,62.79370418719935,6.9,1.0,Yes,80.0,60.0,634823.38
232,Restaurant 232,Rural,American,3.3,49.0,39.92,1773.0,24932.0,7.0,122.0,244.01992981106903,2.8,8.9,Yes,18.0,32.0,447377.62
233,Restaurant 233,Suburban,French,3.9,62.0,61.97,2255.0,29779.0,11.0,99.0,82.82802568844048,6.0,6.8,No,9.0,13.0,865261.45
234,Restaurant 234,Downtown,French,4.8,73.0,59.98,6212.0,63673.0,15.0,672.0,139.35322319554953,5.8,2.1,Yes,42.0,57.0,
235,Restaurant 235,Suburban,Italian,3.8,56.0,51.71,917.0,15305.0,17.0,574.0,294.364219366107,6.6,4.3,,25.0,27.0,662599.11
236,Restaurant 236,Suburban,French,4.7,51.0,64.04,2430.0,30277.0,,120.0,152.28835634349645,8.6,8.3,Yes,7.0,45.0,749441.69
237,Restaurant 237,Suburban,Indian,4.2,70.0,31.99,4035.0,40734.0,15.0,980.0,,7.9,2.3,No,51.0,40.0,523466.99
238,Restaurant 238,Rural,French,3.4,47.0,62.65,992.0,15247.0,16.0,541.0,222.44059411275344,5.9,3.1,,38.0,8.0,671570.7
239,Restaurant 239,Rural,American,4.2,50.0,43.66,3759.0,37523.0,9.0,523.0,252.48542699726048,9.0,5.9,No,1.0,33.0,504572.09
240,Restaurant 240,Downtown,Mexican,4.0,75.0,29.92,7781.0,78661.0,19.0,250.0,119.78767426804164,4.2,2.3,No,38.0,74.0,533141.59
241,Restaurant 241,Downtown,Mexican,3.8,85.0,28.56,3479.0,40110.0,9.0,852.0,252.3377520834546,5.4,4.4,No,53.0,18.0,556500.16
242,Restaurant 242,Rural,American,3.2,32.0,35.15,2260.0,30345.0,6.0,73.0,117.8802696832126,6.8,9.8,Yes,23.0,28.0,267477.1
243,Restaurant 243,Suburban,Indian,3.8,64.0,38.77,852.0,15906.0,1.0,518.0,223.27795953649252,5.0,5.9,No,39.0,55.0,556604.0
244,Restaurant 244,Downtown,French,3.1,,58.61,5541.0,58801.0,5.0,486.0,81.20090488586635,4.3,7.3,No,28.0,43.0,1182387.96
245,Restaurant 245,Rural,American,3.2,49.0,38.93,1939.0,20107.0,5.0,263.0,156.9557371921578,2.0,7.0,No,7.0,37.0,433410.6
246,Restaurant 246,Rural,Italian,3.8,39.0,48.7,1629.0,22679.0,1.0,344.0,180.12348629138904,6.7,2.9,No,14.0,8.0,427083.55
247,Restaurant 247,Rural,Mexican,3.6,38.0,30.49,900.0,10927.0,1.0,196.0,231.3208943372848,2.7,8.6,Yes,25.0,6.0,263621.32
248,Restaurant 248,Suburban,Japanese,4.9,60.0,72.73,2805.0,34074.0,6.0,989.0,212.507797469388,2.2,2.1,Yes,47.0,30.0,977311.61
249,Restaurant 249,Rural,Italian,3.8,43.0,53.49,1765.0,18516.0,9.0,431.0,263.3357000032893,2.6,9.3,Yes,35.0,2.0,525079.76
250,Restaurant 250,Rural,Indian,4.5,41.0,34.32,2785.0,27596.0,19.0,735.0,96.07276697789672,7.2,2.9,No,40.0,7.0,340849.62
251,Restaurant 251,Rural,Italian,4.1,36.0,52.29,3828.0,42704.0,5.0,478.0,215.31163723539896,2.2,9.6,Yes,3.0,8.0,432562.75
252,Restaurant 252,Rural,American,,40.0,42.93,3846.0,45447.0,17.0,465.0,81.93752557992127,9.8,8.2,No,32.0,14.0,413012.93
253,Restaurant 253,Downtown,French,3.5,86.0,58.27,4894.0,50578.0,12.0,54.0,169.51998028948216,7.8,2.5,Yes,11.0,7.0,1125633.94
254,Restaurant 254,Downtown,Mexican,4.9,78.0,26.06,5628.0,,6.0,893.0,181.13938260138912,4.5,2.4,No,49.0,64.0,470605.75
255,Restaurant 255,Rural,Indian,,42.0,39.84,3764.0,39174.0,13.0,921.0,56.81585584663433,6.3,1.8,Yes,10.0,35.0,394737.82
256,Restaurant 256,Suburban,Indian,4.7,65.0,37.45,3094.0,30981.0,8.0,439.0,67.58917400323467,1.1,3.2,No,52.0,6.0,552490.9
257,Restaurant 257,Downtown,Japanese,3.7,72.0,72.13,4291.0,41717.0,3.0,899.0,259.8179527422891,8.6,6.9,Yes,49.0,9.0,1162599.73
258,Restaurant 258,Rural,Italian,3.2,,45.65,1758.0,22600.0,11.0,56.0,121.69708952169374,3.4,5.7,No,29.0,20.0,361575.75
259,Restaurant 259,Downtown,Japanese,4.3,86.0,74.0,5864.0,62668.0,1.0,772.0,136.53628743593333,1.6,6.5,Yes,30.0,34.0,1416975.4
260,Restaurant 260,Downtown,French,,70.0,61.23,4751.0,50603.0,14.0,832.0,210.1015567271147,7.8,1.3,Yes,1.0,47.0,971465.59
261,Restaurant 261,Suburban,French,4.0,70.0,64.33,974.0,14261.0,13.0,539.0,105.17865662509855,4.0,1.7,No,65.0,62.0,1013450.86
262,Restaurant 262,Rural,Japanese,3.4,38.0,75.72,2053.0,28918.0,15.0,378.0,98.21564582970372,6.1,7.2,Yes,11.0,32.0,660329.2
263,Restaurant 263,Rural,Mexican,4.3,46.0,35.53,3277.0,37296.0,8.0,325.0,,8.6,8.6,Yes,17.0,11.0,382954.36
264,Restaurant 264,Suburban,French,5.0,62.0,64.42,4415.0,51952.0,15.0,,64.74917336134426,8.0,4.2,Yes,7.0,12.0,906816.84
265,Restaurant 265,Suburban,Japanese,3.9,64.0,65.12,2228.0,23564.0,13.0,876.0,279.24256260139776,4.0,2.5,No,2.0,30.0,937327.96
266,Restaurant 266,Rural,Italian,4.6,50.0,54.74,2150.0,27020.0,1.0,53.0,285.02722286225713,8.8,3.8,,34.0,14.0,614012.52
267,,Rural,Japanese,4.0,37.0,65.83,2173.0,29530.0,11.0,763.0,162.05004111800355,4.5,4.7,Yes,32.0,34.0,559627.27
268,Restaurant 268,Suburban,Japanese,4.0,57.0,74.36,1282.0,17743.0,15.0,155.0,102.3098505036986,5.5,6.7,No,30.0,8.0,955281.71
269,Restaurant 269,Downtown,American,4.9,71.0,38.08,9699.0,102358.0,,89.0,167.64364866110054,6.5,4.7,Yes,67.0,69.0,626729.2
270,Restaurant 270,Downtown,French,4.8,79.0,61.71,2197.0,29466.0,6.0,626.0,74.98329748220205,1.6,9.1,Yes,22.0,66.0,1090445.99
271,Restaurant 271,Suburban,Mexican,4.6,54.0,25.42,1473.0,17069.0,12.0,596.0,149.4493291210179,6.4,4.6,No,36.0,51.0,324583.41
272,Restaurant 272,Downtown,Mexican,3.6,85.0,33.48,6580.0,69223.0,1.0,605.0,68.41638717154756,6.2,2.6,No,44.0,13.0,645079.71
273,Restaurant 273,Suburban,American,4.1,68.0,36.23,3500.0,39160.0,10.0,312.0,226.5414258700236,8.9,3.2,No,34.0,13.0,565121.97
274,Restaurant 274,Downtown,Indian,,,34.52,3225.0,37690.0,18.0,711.0,118.92838752768203,4.2,5.2,No,64.0,48.0,563901.84
275,Restaurant 275,Downtown,Mexican,,82.0,33.99,6004.0,67342.0,1.0,328.0,180.1648708100704,3.2,8.0,No,2.0,64.0,632264.86
276,Restaurant 276,Rural,Japanese,4.0,33.0,72.65,3590.0,43377.0,7.0,626.0,53.384837575161086,5.3,8.8,Yes,9.0,32.0,550876.05
277,Restaurant 277,Rural,American,4.7,36.0,35.07,1512.0,20658.0,2.0,393.0,181.1591156004995,7.2,2.7,No,29.0,23.0,289352.42
278,Restaurant 278,Downtown,Italian,4.8,70.0,49.43,4179.0,50275.0,8.0,837.0,50.81698444051928,6.1,1.0,No,27.0,9.0,781547.63
279,Restaurant 279,Downtown,French,,71.0,55.46,7330.0,73117.0,1.0,593.0,281.2980438015085,2.2,8.8,No,3.0,38.0,886958.25
280,Restaurant 280,Rural,French,3.0,45.0,62.41,921.0,10700.0,19.0,528.0,175.28947339987496,4.1,3.1,Yes,44.0,17.0,644430.06
281,Restaurant 281,Rural,French,4.7,43.0,65.66,4034.0,42924.0,6.0,914.0,75.01662395448196,1.6,8.4,No,3.0,9.0,640133.34
282,Restaurant 282,Rural,Japanese,3.3,34.0,72.21,3140.0,32514.0,11.0,213.0,135.2636965463014,7.7,6.0,No,22.0,5.0,564237.03
283,Restaurant 283,Suburban,Italian,4.2,63.0,47.47,4175.0,49664.0,19.0,451.0,61.516783357741616,8.9,4.6,Yes,39.0,34.0,693806.6
284,Restaurant 284,Downtown,American,3.0,,38.91,1654.0,19454.0,10.0,534.0,182.72385820239717,1.4,2.3,Yes,22.0,68.0,752704.54
285,Restaurant 285,Rural,American,3.8,41.0,45.74,3570.0,44348.0,16.0,402.0,,5.7,7.0,No,14.0,8.0,442432.14
286,Restaurant 286,Downtown,French,5.0,89.0,57.46,9157.0,99485.0,16.0,722.0,168.27688027820827,6.1,8.4,Yes,76.0,66.0,1171515.93
287,Restaurant 287,Suburban,Italian,3.2,61.0,51.18,3103.0,32294.0,10.0,886.0,126.37697094086371,,5.1,Yes,0.0,56.0,709620.9
288,Restaurant 288,Suburban,Italian,3.8,52.0,49.4,3779.0,37179.0,18.0,131.0,240.39585062253352,5.5,5.0,No,36.0,46.0,597657.45
289,Restaurant 289,Rural,Italian,3.6,50.0,53.45,974.0,17166.0,18.0,314.0,170.56382068011675,7.4,7.8,No,23.0,47.0,617566.3
290,Restaurant 290,Suburban,Mexican,4.8,70.0,34.54,1665.0,24849.0,3.0,91.0,262.0463227136416,5.4,5.5,Yes,43.0,,545427.77
291,Restaurant 291,Downtown,Mexican,4.7,71.0,28.75,5538.0,57313.0,12.0,248.0,285.3370947147723,9.3,8.1,Yes,64.0,7.0,481443.65
292,,Rural,French,3.5,50.0,62.26,864.0,16308.0,10.0,432.0,292.38121706422794,5.9,1.5,Yes,44.0,9.0,701722.18
293,Restaurant 293,Downtown,Italian,3.2,90.0,51.04,1475.0,14263.0,16.0,256.0,115.04908812391174,1.6,8.7,No,76.0,24.0,1035690.05
294,Restaurant 294,Downtown,Indian,4.3,84.0,,,69639.0,9.0,159.0,241.8921725008489,9.6,3.4,Yes,37.0,66.0,640202.39
295,Restaurant 295,Suburban,Italian,3.7,60.0,47.99,2487.0,24540.0,18.0,693.0,159.52770507365,2.3,2.5,No,16.0,53.0,660643.41
296,Restaurant 296,,American,4.3,59.0,40.92,3436.0,38366.0,13.0,479.0,156.54328908516658,8.1,1.3,,55.0,39.0,558304.1
297,Restaurant 297,Suburban,American,3.1,67.0,36.69,1262.0,17309.0,14.0,792.0,267.057603560646,,8.5,Yes,50.0,46.0,567317.06
298,Restaurant 298,Suburban,French,3.3,70.0,63.92,3107.0,39041.0,19.0,121.0,86.41722580880784,7.7,1.5,No,29.0,47.0,1015206.07
299,Restaurant 299,Suburban,Indian,4.4,51.0,30.76,3409.0,42852.0,14.0,457.0,,5.6,,Yes,19.0,18.0,374466.66
300,Restaurant 300,Rural,Italian,3.4,36.0,46.04,2186.0,23445.0,2.0,889.0,198.2208099284552,1.5,6.1,No,4.0,16.0,375929.41
301,Restaurant 301,Downtown,Indian,4.7,76.0,33.76,5779.0,64754.0,11.0,685.0,66.53085676935501,4.4,7.3,No,68.0,25.0,595167.32
302,Restaurant 302,Downtown,French,3.1,76.0,56.3,1990.0,27591.0,8.0,758.0,266.1285635486969,6.6,7.5,No,36.0,41.0,962322.85
303,Restaurant 303,Downtown,American,3.4,83.0,40.23,1547.0,20996.0,3.0,328.0,128.58477709843024,6.7,3.6,No,79.0,5.0,746816.33
304,Restaurant 304,Downtown,American,5.0,71.0,39.4,8590.0,88275.0,15.0,156.0,214.2049118465099,9.8,8.3,No,20.0,59.0,657403.95
305,Restaurant 305,Suburban,Mexican,3.9,51.0,32.94,2651.0,29854.0,13.0,488.0,282.02000039887486,6.5,9.5,Yes,33.0,4.0,396570.84
306,Restaurant 306,Downtown,French,4.4,84.0,65.48,7175.0,77600.0,8.0,915.0,229.9386798250992,,4.3,No,,34.0,1239737.02
307,Restaurant 307,Rural,French,3.4,40.0,63.29,2351.0,22108.0,13.0,704.0,271.5026336898615,1.4,8.5,Yes,5.0,35.0,580941.9
308,Restaurant 308,Rural,Italian,4.2,39.0,46.97,963.0,12078.0,16.0,100.0,67.38617055265507,8.1,7.9,No,9.0,34.0,429438.88
309,,Downtown,Italian,4.5,72.0,55.29,4993.0,50577.0,1.0,172.0,173.18366852018414,9.0,6.3,No,5.0,11.0,891709.71
310,Restaurant 310,Downtown,Mexican,3.6,86.0,29.31,6460.0,68476.0,2.0,611.0,191.2080314212544,6.5,4.3,No,66.0,44.0,576984.44
311,Restaurant 311,Rural,Japanese,4.7,38.0,70.22,2696.0,33410.0,13.0,480.0,222.2597201585405,5.3,4.7,No,24.0,3.0,610941.28
312,Restaurant 312,Rural,Indian,4.2,44.0,34.64,1368.0,17586.0,14.0,900.0,79.21456348976723,8.7,3.8,No,19.0,7.0,
313,Restaurant 313,Suburban,Japanese,3.8,63.0,68.09,2244.0,25275.0,2.0,842.0,214.1973200135681,3.2,4.8,No,34.0,26.0,955836.88
314,Restaurant 314,Rural,Japanese,4.1,48.0,74.85,1518.0,24197.0,16.0,600.0,86.49838771735811,4.6,9.9,No,0.0,27.0,816781.0
315,Restaurant 315,Suburban,French,4.2,66.0,58.65,1199.0,,14.0,373.0,66.90320180316499,5.6,,Yes,51.0,7.0,873658.25
316,Restaurant 316,Suburban,Indian,3.3,69.0,36.36,981.0,12078.0,7.0,991.0,167.3298019761782,1.4,7.0,No,30.0,43.0,567347.64
317,Restaurant 317,Suburban,French,3.8,66.0,57.64,1940.0,23254.0,14.0,889.0,200.09382150543257,7.2,3.9,No,5.0,53.0,861872.38
318,Restaurant 318,Suburban,Indian,3.7,65.0,38.77,1776.0,17886.0,18.0,424.0,289.5294069345656,2.7,5.2,No,8.0,13.0,579061.42
319,Restaurant 319,Suburban,American,3.8,69.0,43.52,2098.0,21621.0,17.0,923.0,224.65635684615825,4.0,1.8,No,11.0,40.0,685824.29
320,Restaurant 320,Downtown,French,4.5,77.0,58.26,4665.0,53437.0,5.0,830.0,197.84769037133935,4.7,7.9,No,65.0,69.0,1012874.57
321,Restaurant 321,Rural,French,4.0,36.0,62.5,1266.0,16523.0,11.0,727.0,103.64122522410575,6.7,6.9,No,2.0,21.0,516166.65
322,Restaurant 322,Suburban,,4.9,61.0,62.74,3629.0,42364.0,18.0,597.0,88.01109170366632,1.6,4.1,No,12.0,24.0,870008.0
323,Restaurant 323,Rural,Mexican,3.6,,31.19,1163.0,12374.0,16.0,470.0,201.8183061924279,4.1,5.7,Yes,8.0,7.0,229589.35
324,Restaurant 324,Rural,French,3.8,41.0,61.61,923.0,,10.0,987.0,105.73725983863328,3.5,8.8,No,39.0,38.0,578334.41
325,Restaurant 325,Suburban,Italian,4.6,55.0,51.32,3716.0,37464.0,6.0,425.0,226.6512730517544,1.0,,Yes,40.0,39.0,637700.88
326,Restaurant 326,Downtown,Italian,4.1,85.0,45.9,5416.0,63220.0,14.0,158.0,78.61927296536851,7.2,9.4,No,71.0,3.0,891726.1
327,Restaurant 327,Suburban,Indian,4.1,67.0,37.37,1238.0,12549.0,2.0,804.0,134.9089558538004,3.1,5.2,No,21.0,34.0,560627.81
328,Restaurant 328,Downtown,American,3.1,88.0,40.17,6049.0,66318.0,9.0,540.0,243.2716908604556,2.5,8.7,Yes,79.0,80.0,808612.67
329,Restaurant 329,Rural,Mexican,,32.0,29.82,779.0,13070.0,13.0,,257.75926997236127,8.2,8.8,No,31.0,10.0,234893.18
330,Restaurant 330,Downtown,Indian,3.5,72.0,39.46,4069.0,46007.0,12.0,272.0,136.31019338712684,1.4,1.5,No,34.0,19.0,646694.51
331,Restaurant 331,Downtown,,5.0,74.0,45.26,4240.0,48828.0,2.0,68.0,101.6799825461918,9.1,8.0,No,64.0,,757994.82
332,Restaurant 332,Downtown,Mexican,3.6,72.0,27.76,5818.0,63057.0,3.0,598.0,289.5499652910607,7.2,7.6,No,70.0,51.0,464554.49
333,Restaurant 333,Rural,,4.8,48.0,26.34,3024.0,39000.0,13.0,266.0,240.26899853631232,2.5,1.4,No,39.0,37.0,300855.92
334,Restaurant 334,Rural,American,4.4,34.0,35.39,1961.0,27461.0,1.0,662.0,251.76482195443816,4.2,9.5,No,10.0,31.0,278453.48
335,Restaurant 335,Downtown,Mexican,3.7,83.0,28.03,6330.0,68646.0,4.0,754.0,105.6879124704856,9.5,6.7,No,10.0,81.0,538587.34
336,Restaurant 336,Downtown,French,4.1,90.0,65.87,6471.0,70545.0,18.0,646.0,156.10966200895734,6.6,2.5,Yes,76.0,32.0,1342487.41
337,Restaurant 337,Suburban,Mexican,4.7,65.0,27.97,3564.0,38283.0,13.0,282.0,67.05218281016211,6.5,2.1,Yes,40.0,58.0,426018.16
338,Restaurant 338,Downtown,American,4.8,70.0,42.3,7866.0,88239.0,6.0,600.0,77.34987205495712,6.9,6.1,No,3.0,14.0,679089.05
339,Restaurant 339,Suburban,Indian,3.3,66.0,31.3,2773.0,34305.0,6.0,459.0,105.23976093969436,5.2,1.5,No,2.0,43.0,469961.45
340,Restaurant 340,Downtown,American,3.7,,41.62,1733.0,20535.0,15.0,603.0,125.808657721953,2.5,2.5,No,73.0,34.0,755967.99
341,Restaurant 341,Suburban,American,3.7,58.0,45.83,3440.0,,18.0,561.0,299.29620073299344,2.4,9.5,Yes,4.0,57.0,617079.04
342,,Rural,Italian,3.1,50.0,48.21,1502.0,16681.0,17.0,239.0,155.52214129401128,7.2,7.7,No,11.0,23.0,557553.69
343,Restaurant 343,Downtown,French,4.2,73.0,64.33,7010.0,75771.0,14.0,870.0,224.46894573349,9.0,6.5,No,33.0,30.0,1070290.05
344,Restaurant 344,Downtown,Italian,4.7,71.0,55.97,5515.0,64681.0,4.0,355.0,276.1117941831545,,2.9,No,52.0,31.0,894439.59
345,Restaurant 345,Downtown,Indian,3.8,78.0,36.47,4860.0,,1.0,922.0,111.51420794950246,5.5,3.0,Yes,37.0,32.0,642370.62
346,Restaurant 346,Downtown,Japanese,4.5,74.0,68.4,1930.0,25040.0,8.0,502.0,86.1805487709488,9.9,5.0,No,3.0,10.0,1129980.6
347,Restaurant 347,Suburban,Indian,4.3,53.0,37.41,3283.0,34814.0,11.0,156.0,110.81454937372754,3.3,7.8,No,10.0,31.0,459278.88
348,Restaurant 348,Downtown,French,3.8,,64.29,4983.0,50860.0,13.0,718.0,270.6054217517622,4.5,1.0,Yes,73.0,46.0,
349,,Rural,Mexican,3.3,47.0,26.88,1956.0,26865.0,17.0,274.0,216.42150855751024,4.3,1.4,Yes,6.0,2.0,301566.13
